PCO_Name,PCO_Code,_7_day_QI,all_QI,percent_7_day_QI
GREATER PRESTON CCG,01E00,26579,612519,0.04339293964758644
NORTH EAST LINCOLNSHIRE CCG,03H00,26887,633093,0.04246927386655673
WALTHAM FOREST CCG,08W00,29764,722612,0.0411894626715305
HARROW CCG,08E00,31143,771470,0.04036838762362762
EAST BERKSHIRE CCG,15D00,40726,1110780,0.0366643259691388
MANCHESTER CCG,14L00,59367,1665942,0.03563569439992509
HAVERING CCG,08F00,31815,912518,0.03486506567541681
SOUTH TEES CCG,00M00,38507,1110342,0.034680305707610805
SCARBOROUGH AND RYEDALE CCG,03M00,14105,406953,0.03466002216472173
BLACKPOOL CCG,00R00,23940,694957,0.03444817449137141
WEST KENT CCG,99J00,44275,1295141,0.03418546706497594
CITY AND HACKNEY CCG,07T00,21840,651162,0.03354004072719231
VALE ROYAL CCG,02D00,11690,358371,0.03261982693912175
MILTON KEYNES CCG,04F00,22806,723257,0.03153235986654813
NORTH HAMPSHIRE CCG,10J00,17143,558120,0.03071561671325163
STOCKPORT CCG,01W00,29939,993286,0.030141369152489817
CRAWLEY CCG,09H00,9849,329233,0.029914984220901306
DEVON CCG,15N00,122668,4101535,0.029907827191527073
EAST SURREY CCG,09L00,13482,454458,0.029666107759132858
HIGH WEALD LEWES HAVENS CCG,99K00,14413,487978,0.02953616761411375
MEDWAY CCG,09W00,25648,952153,0.02693684733440949
HEREFORDSHIRE CCG,05F00,14091,530848,0.0265443215383688
NORTH LINCOLNSHIRE CCG,03K00,18018,682334,0.026406422661042834
NORWICH CCG,06W00,16849,648193,0.025993801228954956
NORTH NORFOLK CCG,06V00,17479,678278,0.02576966966347132
FYLDE & WYRE CCG,02M00,17871,700783,0.025501474778925858
WEST LEICESTERSHIRE CCG,04V00,30401,1204175,0.025246330475221623
EASTERN CHESHIRE CCG,01C00,17311,689812,0.025095243341664106
COASTAL WEST SUSSEX CCG,09G00,43148,1732700,0.02490217579500202
CAMBRIDGESHIRE AND PETERBOROUGH CCG,06H00,57841,2400729,0.024093098388031302
ISLINGTON CCG,08H00,10311,444029,0.023221456256235517
WILTSHIRE CCG,99N00,33593,1477382,0.02273819499628397
WEST ESSEX CCG,07H00,21308,945357,0.022539633175615137
WYRE FOREST CCG,06D00,8666,389200,0.022266187050359713
SOUTHPORT AND FORMBY CCG,01V00,10143,462805,0.021916357861302277
BOLTON CCG,00T00,22883,1051651,0.021759119707963955
NORTH WEST SURREY CCG,09Y00,19943,932320,0.02139072421486185
SOUTH WARWICKSHIRE CCG,05R00,17640,829277,0.02127154135469813
MANSFIELD & ASHFIELD CCG,04E00,15309,720049,0.021261053067221813
DUDLEY CCG,05C00,25347,1200658,0.02111092417657651
MID ESSEX CCG,06Q00,27104,1284150,0.02110656854728809
ISLE OF WIGHT CCG,10L00,11312,537681,0.021038496803866977
EAST LEICESTERSHIRE AND RUTLAND CCG,03W00,22134,1063909,0.02080441090356412
WEST LANCASHIRE CCG,02G00,7630,390058,0.019561193463536193
THURROCK CCG,07G00,9506,500873,0.018978862905367228
BASILDON AND BRENTWOOD CCG,99E00,14847,794357,0.018690588740327082
WEST NORFOLK CCG,07J00,13797,741181,0.018614886242361853
SHROPSHIRE CCG,05N00,19082,1048758,0.018194855247826477
"AIREDALE, WHARFEDALE AND CRAVEN CCG",02N00,8869,507073,0.017490578279655986
TAMESIDE AND GLOSSOP CCG,01Y00,16086,920038,0.017484060440981785
NORTH EAST HAMPSHIRE AND FARNHAM CCG,99M00,11200,643880,0.01739454556749705
HARTLEPOOL AND STOCKTON-ON-TEES CCG,00K00,19922,1147630,0.017359253417913438
KERNOW CCG,11N00,32641,1881163,0.01735150010924093
CAMDEN CCG,07R00,8554,493720,0.017325609657295633
DERBY & DERBYSHIRE CCG,15M00,58359,3384881,0.01724107878533987
LIVERPOOL CCG,99A00,28014,1648513,0.01699349656326641
TELFORD & WREKIN CCG,05X00,9114,539386,0.016896990281542346
SURREY DOWNS CCG,99H00,13874,825751,0.016801675081229088
SURREY HEATH CCG,10C00,4277,257188,0.016629858313762694
BERKSHIRE WEST CCG,15A00,20062,1206739,0.016624970271119106
NENE CCG,04G00,34622,2085747,0.01659932868176246
LEICESTER CITY CCG,04C00,20034,1210777,0.01654639954343368
VALE OF YORK CCG,03Q00,15680,956323,0.01639613394219317
SWALE CCG,10D00,6412,396259,0.01618133594442019
MORECAMBE BAY CCG,01K00,18172,1137076,0.015981341616567408
EAST STAFFORDSHIRE CCG,05D00,6993,440523,0.015874313032463686
WEST SUFFOLK CCG,07K00,12740,846379,0.015052358340648811
GUILDFORD AND WAVERLEY CCG,09N00,7448,500084,0.014893497892354085
SOUTH NORFOLK CCG,06Y00,11648,840525,0.013858005413283364
IPSWICH AND EAST SUFFOLK CCG,06L00,18459,1337668,0.013799388188997569
SANDWELL AND WEST BIRMINGHAM CCG,05L00,24955,1808852,0.013796043015127827
"EASTBOURNE, HAILSHAM AND SEAFORD CCG",09F00,9730,707594,0.013750823212180997
EAST RIDING OF YORKSHIRE CCG,02Y00,15106,1098998,0.013745247944036296
NORTH CUMBRIA CCG,01H00,15988,1178495,0.013566455521661101
HASTINGS & ROTHER CCG,09P00,8897,658261,0.013515915419567618
FAREHAM AND GOSPORT CCG,10K00,8680,642626,0.013507078767432379
BUCKINGHAMSHIRE CCG,14Y00,19887,1532727,0.01297491334073191
STAFFORD AND SURROUNDS CCG,05V00,6237,484351,0.012877025132600119
NORTH EAST ESSEX CCG,06T00,15554,1211479,0.01283885234494366
SOUTH EASTERN HAMPSHIRE CCG,10V00,8862,695053,0.012750106826385901
BEDFORDSHIRE CCG,06F00,17255,1373673,0.01256121362216481
WAKEFIELD CCG,03R00,16632,1370037,0.012139818121700363
CANNOCK CHASE CCG,04Y00,5950,492122,0.012090497884670875
WALSALL CCG,05Y00,12873,1087397,0.011838362621931088
OLDHAM CCG,00Y00,11179,965844,0.011574332915046321
DORSET CCG,11J00,28014,2432270,0.011517635788789896
NEWARK & SHERWOOD CCG,04H00,5299,463954,0.011421390913754381
CASTLE POINT AND ROCHFORD CCG,99F00,7791,698698,0.011150740377101408
NOTTINGHAM WEST CCG,04M00,3976,366274,0.010855261361712816
DONCASTER CCG,02X00,12705,1224571,0.010375061960474321
WEST HAMPSHIRE CCG,11A00,16317,1614688,0.01010535781525595
SOUTH CHESHIRE CCG,01R00,5775,586092,0.009853401854998873
STOKE ON TRENT CCG,05W00,10948,1126491,0.009718675071527424
"HEYWOOD, MIDDLETON & ROCHDALE CCG",01D00,8106,835165,0.009705866505421084
RUSHCLIFFE CCG,04N00,3997,424318,0.009419821926008324
NOTTINGHAM CITY CCG,04K00,8477,907822,0.009337733608570844
SOUTH SEFTON CCG,01T00,5012,545601,0.009186200171920506
HARROGATE AND RURAL DISTRICT CCG,03E00,4543,494741,0.009182582401701092
BIRMINGHAM AND SOLIHULL CCG,15E00,35889,3937068,0.00911566678553685
LUTON CCG,06P00,5215,581608,0.008966520405496486
LEWISHAM CCG,08L00,5691,637952,0.008920733848314606
WEST CHESHIRE CCG,02F00,7560,848146,0.008913559693731976
WARWICKSHIRE NORTH CCG,05H00,6076,686277,0.00885356787419657
HALTON CCG,01F00,3941,452829,0.008703064512211011
ASHFORD CCG,09C00,3416,396222,0.008621429400689513
"HAMBLETON, RICHMONDSHIRE AND WHITBY CCG",03D00,4333,510597,0.008486144650281925
CHORLEY AND SOUTH RIBBLE CCG,00X00,5376,635197,0.00846351604305436
GREAT YARMOUTH & WAVENEY CCG,06M00,7140,872993,0.008178759738050592
REDDITCH AND BROMSGROVE CCG,05J00,4445,544975,0.008156337446671866
BASSETLAW CCG,02Q00,3584,444488,0.008063209805439066
EAST LANCASHIRE CCG,01A00,10724,1332453,0.008048313899251982
NOTTINGHAM NORTH & EAST CCG,04L00,3948,492530,0.008015755385458755
WARRINGTON CCG,02E00,4830,652732,0.007399667857558692
SOUTHEND CCG,99G00,4179,568638,0.007349139522859887
COVENTRY AND RUGBY CCG,05A00,8862,1283197,0.006906188215839033
BROMLEY CCG,07Q00,6489,958722,0.006768385413081164
SOUTHAMPTON CCG,10X00,4487,706945,0.006347028410979638
ROTHERHAM CCG,03L00,6671,1059345,0.006297287474807546
NORTH STAFFORDSHIRE CCG,05G00,4319,786593,0.005490768415177862
ST HELENS CCG,01X00,4046,772698,0.0052361983595143255
WIRRAL CCG,12F00,6524,1246985,0.005231819147784456
BLACKBURN WITH DARWEN CCG,00Q00,2933,573762,0.005111875655759705
KNOWSLEY CCG,01J00,2926,617438,0.004738937350794736
SOMERSET CCG,11X00,7875,1666845,0.004724494479090738
SOUTH KENT COAST CCG,10A00,3654,774979,0.004714966470059189
CANTERBURY AND COASTAL CCG,09E00,2954,664468,0.004445661792591969
THANET CCG,10E00,2226,515399,0.004318983932836502
HORSHAM AND MID SUSSEX CCG,09X00,2807,663160,0.004232764340430665
WIGAN BOROUGH CCG,02H00,4186,1308845,0.0031982396693267727
BURY CCG,00V00,2030,734767,0.002762780582143727
CORBY CCG,03V00,294,221941,0.0013246763779563037
